	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003.15	45.0532082361477	-2.10769076191598	0.426946482037205	-4.93666267457921	7.94707521396285e-07	1.0961895687072e-05
ENSG00000000419.12	44.0568074667146	1.47468104272866	0.415628561998618	3.54807435667417	0.000388058652542068	0.00247470818838559
ENSG00000000457.14	19.1229476745907	0.625434129178866	0.544924903341771	1.14774370806577	0.251074381861918	0.42297504854345
ENSG00000000460.17	32.5820749749927	-0.0776104652773434	0.43106746825415	-0.180042501448023	0.857119202012984	0.921499298097908
ENSG00000001036.14	54.9045063263967	1.02122197175533	0.370526041142298	2.75614088717488	0.00584877983193522	0.0234992384733558
ENSG00000001084.13	45.0713184259277	0.0872045945959702	0.381551980127793	0.228552331367178	0.819216877914612	0.902111755039192
ENSG00000001167.14	55.9648409063629	0.176194652627657	0.349964772522548	0.503463966837704	0.614638108098861	0.762981366759247
ENSG00000001460.18	15.7015727473355	-2.59653404474661	0.714460864148058	-3.63425650730748	0.000278783400587241	0.00186598885159488
ENSG00000001461.17	53.8203344119975	-2.68538193272883	0.426496496063306	-6.29637513441667	3.04686498884518e-10	8.96953279230358e-09
ENSG00000001497.16	87.8889991053732	-0.797428510683632	0.350175120803748	-2.27722777350177	0.022772627431748	0.070126957111014
ENSG00000001561.7	16.2148871579091	-0.628806759503168	0.602855504828957	-1.0430472218738	0.296926422740074	0.475724634279086
ENSG00000001617.12	50.2014704941737	3.57363369069923	0.491761404474704	7.26700724819296	3.67539092153205e-13	1.73445038851571e-11
ENSG00000001629.10	82.3609781180801	1.04171179500636	0.344612861180396	3.02284653984823	0.00250409192531479	0.0117225318924308
ENSG00000001630.17	8.23202211148711	0.989566223547219	0.836617408586793	1.18281811182818	0.236881240908392	0.405646752217549
ENSG00000001631.15	5.55188703218799	-0.177114563379213	0.9421135589725	-0.187997043129683	0.850878969095827	0.918226748692514
ENSG00000002016.18	13.5258007360874	-0.529113056852362	0.631302112588239	-0.838129710485337	0.401957858255984	0.584798660928479
ENSG00000002079.14	2.70581874184396	1.53116494345601	1.56126282515822	0.980722091618903	0.326729806644075	0.505932512565196
ENSG00000002330.13	7.27733515863174	0.222136293928133	0.832558160489646	0.266811742974797	0.78961411233735	0.88110207591212
ENSG00000002549.12	58.4159942516659	0.0104856035229459	0.343960323601775	0.0304849216710405	0.975680318556469	0.984431199503342
ENSG00000002745.13	0.580659406445887	-2.22627938257882	2.91542329585281	-0.763621318985035	0.445092940974052	NA
ENSG00000002746.15	0.696296613234768	-2.8116240334827	2.70601520310847	-1.03902743423352	0.29879197741178	NA
ENSG00000002822.15	3.90029854466052	0.409140296256442	1.11114407638429	0.368215342143388	0.71271267138959	0.82838349854227
ENSG00000002834.18	137.959698484986	1.9792446477191	0.309833535469572	6.3880904457919	1.67969987814299e-10	5.14920594533873e-09
ENSG00000002919.14	31.6893372006173	1.13815252449456	0.455754463001421	2.49729320695871	0.0125145432868782	0.0434341392036001
ENSG00000003056.8	61.7288461954724	0.409162033668907	0.343202712840532	1.19218764409657	0.233187677142928	0.401796448487454
ENSG00000003096.14	16.1170041850821	-1.40598975102665	0.61313353785489	-2.29312158644208	0.0218410059323214	0.0677954924026392
ENSG00000003137.8	5.46311758569747	2.79793605935897	1.0605263104011	2.63825237706811	0.00833345366738868	0.0312754063062771
ENSG00000003147.19	24.3149787460913	3.58549111742779	0.663246717381551	5.40596888527854	6.44589866183605e-08	1.15647442235913e-06
ENSG00000003249.14	91.063786635192	2.29856810427341	0.331531971904942	6.93317175736057	4.11508065598597e-12	1.65165337772344e-10
ENSG00000003393.15	37.1309436942091	-0.0214754486967689	0.405623141836552	-0.0529443379377563	0.957776257347821	0.97347953781006
ENSG00000003400.15	1.86852958223683	-4.22627171008079	1.99951922888568	-2.11364394451764	0.034545689548665	0.0977735167076855
ENSG00000003402.20	47.0101583181016	0.958534995018056	0.390230047042008	2.45633313550268	0.0140362971200019	0.0476160178290581
ENSG00000003436.16	10.1689629519775	0.360713403454018	0.722159447964993	0.49949274287069	0.617432298029379	0.764999059369204
ENSG00000003509.16	13.2787211702133	-0.465204130283692	0.634593476014459	-0.733074240229178	0.463513150405489	0.641796949521177
ENSG00000003756.17	66.8070556557329	-0.557716727612148	0.331068953095694	-1.68459386601238	0.0920669556268955	0.20450131222046
ENSG00000003987.14	3.06958535270031	-0.606771606153583	1.31011202501008	-0.46314482622119	0.643260560959091	0.786734996922636
ENSG00000003989.17	469.267393250603	3.03189900689369	0.242110882607671	12.5227704522755	5.6044185989436e-36	1.78117573145609e-33
ENSG00000004059.11	85.9723594301401	0.780231793580206	0.323659131416307	2.41065898609433	0.0159237294006411	0.0528968084377525
ENSG00000004139.14	19.7437479975808	-2.04627117453767	0.594150267411261	-3.44402971230386	0.000573112716609725	0.00341957254243803
ENSG00000004142.12	155.779380264132	-0.172252501527397	0.288550587514467	-0.596957722426267	0.550535607454257	0.711670209586216
ENSG00000004399.12	283.18236377251	2.94980011490809	0.263059741449565	11.2134228470442	3.50376541287781e-29	7.6850899682741e-27
ENSG00000004455.17	165.477394634331	-1.23175872617813	0.286305307888197	-4.30225599121319	1.69067815738978e-05	0.000162725160352478
ENSG00000004478.8	296.875403713382	1.25020508391873	0.314972523328926	3.96925125628542	7.20988267498378e-05	0.000585398868078844
ENSG00000004487.16	211.517580285298	-0.757702881099393	0.260935047579202	-2.90379881173074	0.00368664980878463	0.0160665196009724
ENSG00000004534.15	58.3166677261034	-0.554471735074956	0.347805529218125	-1.59420046116409	0.110891143273351	0.234030054776514
ENSG00000004660.15	18.6265467974849	-2.00450438172324	0.594279519585844	-3.37299926324263	0.000743541515900851	0.00426174899783731
ENSG00000004700.16	16.827590798381	-0.545804025088203	0.59577822011119	-0.916119466378511	0.359604238814171	0.541566736231097
ENSG00000004766.17	20.3508538674433	-0.162474039887927	0.551697660877519	-0.294498330171454	0.768377139202632	0.865905013362488
ENSG00000004777.18	23.2913654682497	0.396038170839811	0.487803554034395	0.811880453851484	0.416860231158718	0.598264158126874
ENSG00000004779.10	65.5616469725286	0.842176209116562	0.368789240391402	2.28362467468614	0.0223935983672943	0.0690975841834504
ENSG00000004799.8	3.44818473094306	-0.468180490027889	1.19994817448037	-0.390167258874019	0.696412870490146	0.819745852769693
ENSG00000004838.14	0.770601917812969	1.78592056931866	2.5535660499756	0.699382954803824	0.484312737235148	NA
ENSG00000004848.8	1.60215682892851	-0.210420699942837	1.66520081372074	-0.126363558202131	0.899444147216708	0.944723004363649
ENSG00000004864.13	58.6211884190223	-0.284398480025175	0.353834231490415	-0.803761916497553	0.421534487920863	0.602695242415681
ENSG00000004866.20	17.1569515884165	-0.149794799701811	0.554110688567564	-0.270333712726327	0.786903531523666	0.879972141176262
ENSG00000004897.12	114.972952725141	-0.839415286216697	0.313194150547127	-2.68017549098635	0.00735835719936102	0.0282872615812513
ENSG00000004948.15	20.9306153490264	8.091098811712	1.51737682069436	5.3322936671785	9.69799347878894e-08	1.66154081415429e-06
ENSG00000004961.15	31.947321567678	-0.279610596927474	0.428199594043014	-0.652991270466703	0.513761906318734	0.684094921111468
ENSG00000004975.12	79.9598852287504	-0.796283278412104	0.325489731762304	-2.44641597171369	0.0144284425730332	0.0487800255207721
ENSG00000005001.10	10.6577452610393	6.94396717447923	1.56560357693134	4.43532914512737	9.19317188853414e-06	9.56347801069754e-05
ENSG00000005007.12	293.089872471048	-0.0476111172851395	0.263785033312031	-0.180492110137349	0.856766247879993	0.921197065305072
ENSG00000005020.13	37.8005263339128	-0.537898809460224	0.418783897389739	-1.28443049700078	0.198991367875793	0.359024766328761
ENSG00000005022.6	432.930609694559	1.12461021996272	0.318862972510089	3.52693889513038	0.000420393771921226	0.0026387715478151
ENSG00000005059.16	26.4178397154172	-0.700241238710169	0.473797107054003	-1.47793481278128	0.139425227171252	0.275716706379416
ENSG00000005073.6	9.48680719449952	-6.61847499454713	1.58009721383224	-4.18865050618957	2.80618175777051e-05	0.000256760684569684
ENSG00000005075.15	46.4066030785609	0.957811592772034	0.377484513391377	2.5373533450867	0.011169415528867	0.0396221658385072
ENSG00000005100.13	91.3220945530571	-1.23681000677062	0.307378787568464	-4.02373246558252	5.72829867931536e-05	0.000479864418144046
ENSG00000005108.16	1.39259322646954	-3.81162694418404	2.17580142061863	-1.75182666398862	0.0798036178163197	0.183843452700229
ENSG00000005156.12	78.0616072228775	-1.35607520089609	0.329597115377371	-4.11434183622468	3.8828567969584e-05	0.00034012461925876
ENSG00000005175.10	33.4392086868328	-0.193007573232564	0.478397527170006	-0.403446009377	0.686620145560858	0.814064372045622
ENSG00000005187.12	1.31441890349352	-3.54796916885074	2.13185334600165	-1.66426512194427	0.0960594591675962	0.211290107008047
ENSG00000005189.19	18.6547417457736	0.739382543887213	0.546672143524091	1.3525154933281	0.176210465853491	0.327963968973568
ENSG00000005194.15	48.0629573555232	-0.196757156754183	0.385215784151598	-0.510771273787554	0.609511226218405	0.759231988953705
ENSG00000005206.17	33.5487604151627	-0.182778619562664	0.423608965617292	-0.431479582346221	0.666119695444776	0.80135734357761
ENSG00000005238.19	5.12315509965723	1.43306002231801	1.01349067324791	1.41398442052309	0.157366476884991	0.302327676354548
ENSG00000005243.10	0.927153864280667	2.65946477083169	2.55766110234208	1.03980342368126	0.298431238177641	NA
ENSG00000005249.13	24.4357342792231	-1.14114388204737	0.505607018764205	-2.25697792889928	0.0240094539329517	0.0730985779272447
ENSG00000005302.19	23.6579974452694	-0.850568090130183	0.496740549525083	-1.71229848447722	0.0868416758364003	0.195742570241752
ENSG00000005339.15	328.35957823008	0.707144545761665	0.228250226080964	3.09811104200541	0.00194758439292357	0.0094750802096216
ENSG00000005436.14	24.5298439046636	-1.55903006297812	0.542456005701245	-2.87402120465554	0.00405281751794145	0.0173665803995576
ENSG00000005448.17	44.2326394366498	0.174378128804852	0.405580768955946	0.429946738485012	0.667234385509321	0.802229044887681
ENSG00000005469.11	20.5495566592838	0.114359609989747	0.556393896036213	0.205537139793323	0.837152484091204	0.913017412616592
ENSG00000005471.17	0.74458318283447	0.203401222950996	2.7547913064051	0.0738354380885669	0.941141328455771	NA
ENSG00000005483.21	75.5869386894091	0.548447931165858	0.359356903383336	1.52619283504014	0.126961847326542	0.256976455473908
ENSG00000005486.17	76.7436388304967	1.33591310879512	0.333724030895796	4.00304738381951	6.25317719336206e-05	0.000518534230203553
ENSG00000005513.10	1.12868389975974	0.788131467805024	1.95966120203805	0.402177410557175	0.68755346566498	0.814179159060203
ENSG00000005700.15	70.0588102161892	-0.0940479345355188	0.365149575551376	-0.257560026993066	0.796746482874404	0.886225527434325
ENSG00000005801.18	34.1425111408821	-0.40171946493335	0.471360132840489	-0.852255922690209	0.394072064224672	0.576449770446254
ENSG00000005810.18	157.305203634666	-1.88774684881376	0.280828438852134	-6.72206439109153	1.791677376549e-11	6.54971638145482e-10
ENSG00000005812.11	43.151363796076	-1.60603583199058	0.440452304483559	-3.64633313446662	0.000266009077718159	0.00179253975218732
ENSG00000005844.18	0.533472934856362	2.6598095118505	2.99127624357508	0.889188859625879	0.37390158899815	NA
ENSG00000005882.12	23.1829279005955	-0.564225374641866	0.497720059849537	-1.13361992042763	0.256954013375269	0.429534655462974
ENSG00000005884.18	73.1441947162592	3.36708762398784	0.430683204446099	7.8180147013586	5.36629250243092e-15	3.20516707222521e-13
ENSG00000005889.15	104.589214450175	-0.982105554628828	0.309635780855207	-3.17180899415524	0.00151492610156992	0.00772240398682432
ENSG00000005893.16	137.958360714712	1.21848296900817	0.278735122544597	4.37147266510416	1.23411302771832e-05	0.000123435081442886
ENSG00000005961.19	2.69726101449903	-0.590888715233224	1.32776741676445	-0.445024262361493	0.656302220561138	0.796207859097369
ENSG00000006007.12	82.7957272847271	1.0370972188701	0.33537759563872	3.09232707359286	0.00198593902874836	0.00964059491729996
ENSG00000006015.17	40.3289929937999	-0.073056188275366	0.407421874000217	-0.179313367635551	0.857691651109565	0.921796555053779
ENSG00000006016.11	18.0062260124146	2.41434565817542	0.631496225231446	3.8232147108885	0.000131722980729071	0.000975890570358618
ENSG00000006025.12	21.7358266485803	1.55233140864865	0.543371342991028	2.85685181721901	0.00427865537389951	0.0181755319524651
ENSG00000006042.12	29.9435883509995	-8.23748909283066	1.49758891854955	-5.50050083223695	3.78713965172513e-08	7.21893904547459e-07
ENSG00000006047.13	23.0211508486582	8.13034783239941	1.50853071827034	5.38958055936811	7.06223172172169e-08	1.25262112303385e-06
ENSG00000006062.17	24.0441387691248	0.312704077787709	0.500778851119309	0.6244354710443	0.532341636187274	0.699060317087817
ENSG00000006071.14	2.76625412968454	0.216334535614939	1.4107333318504	0.153348992846991	0.87812306682803	0.935287968941284
ENSG00000006118.14	121.259725290291	1.35326362589249	0.307176427132416	4.40549308592983	1.0554351875156e-05	0.000107637800754292
ENSG00000006125.18	411.50874981227	-1.30264559185672	0.244872350591172	-5.31969243857815	1.03942817542991e-07	1.77294797108106e-06
ENSG00000006194.10	46.2795158513673	0.588368841153591	0.376412084103771	1.56309764218777	0.118029630139962	0.244978732529606
ENSG00000006282.21	47.3324045072716	2.11538459822765	0.406847737390936	5.19945031965361	1.99878740576021e-07	3.19908697532412e-06
ENSG00000006283.18	3.310545388174	-3.58524261462096	1.74689478064124	-2.05235178120168	0.0401354870482672	0.109571734518943
ENSG00000006327.13	98.0911689620546	5.37679745673581	0.528944518197873	10.1651444938964	2.83701058904642e-24	4.12904354235701e-22
ENSG00000006377.11	4.77977487894132	-5.68570401346898	1.6828585346708	-3.37859891151292	0.000728562181322602	0.00418977062397965
ENSG00000006432.15	57.902638103624	2.04200221448317	0.382950688692416	5.33228500373137	9.69845630300039e-08	1.66154081415429e-06
ENSG00000006451.8	43.7418077600353	0.33824630189278	0.387066584723495	0.873871099295255	0.382188455205697	0.56471575188997
ENSG00000006453.14	33.1134807527088	-0.603040286357145	0.432746604565777	-1.39351823906797	0.163463133504487	0.310425653603272
ENSG00000006459.11	30.1592231214314	-0.182374896155803	0.487812720343213	-0.373862526642373	0.708506597443237	0.827042443743612
ENSG00000006468.14	3.50257259969379	-5.3135204312769	1.76225017454506	-3.01519075329281	0.00256817682250989	0.0119528444880294
ENSG00000006530.18	42.624110518241	-0.762665363138808	0.396173054164543	-1.9250813631107	0.0542191801283699	0.137651661581204
ENSG00000006534.16	7.59117195612959	1.66815716748127	0.858799589799825	1.94242892904746	0.0520851959934513	0.133276825042067
ENSG00000006576.16	49.7183721207224	0.148022742380305	0.398245411867983	0.371687251049547	0.710125718241139	0.827912669536938
ENSG00000006607.14	90.4289369390046	-0.0587313651205396	0.295700831751547	-0.198617517484316	0.842561949642388	0.915582809418806
ENSG00000006611.16	0.58276960234809	-2.81162956500532	2.85378721643066	-0.985227472047453	0.324512349206176	NA
ENSG00000006625.18	23.88655567513	1.21550201330975	0.505383795638192	2.40510681941203	0.0161677391783405	0.0535360838240052
ENSG00000006634.8	39.1417654009955	0.632811457470003	0.41182249955375	1.5366121524582	0.124388314847692	0.253291634221282
ENSG00000006638.12	1.40858347011727	-3.54842723617648	2.17446000987081	-1.63186594376012	0.102707729749173	0.222519125679448
ENSG00000006652.14	50.0509406239637	0.314653921017609	0.382253530475965	0.823155042219797	0.410419831268943	0.592704272813698
ENSG00000006695.12	28.6120224722689	0.295021244746609	0.449994886298105	0.655610216315143	0.512074950453724	0.683055969190908
ENSG00000006704.10	48.1565112182738	0.685526935430612	0.379252134647643	1.80757568066828	0.0706725660721335	0.168042272618743
ENSG00000006712.15	92.9253624372239	0.109704471428933	0.341809295396589	0.320952276331886	0.748246557042259	0.850419182077004
ENSG00000006715.16	63.8017475632746	-0.208970151117675	0.343663706540466	-0.608065813004518	0.543143825169291	0.706513430451166
ENSG00000006740.17	28.5463609937235	-0.492101210494653	0.453400055853481	-1.08535763095203	0.277763290075154	0.454570432238521
ENSG00000006744.19	143.792377939164	-0.110578339695313	0.291103338218359	-0.379859401036368	0.704049785641011	0.82451870396251
ENSG00000006747.15	6.13203927598386	-1.45599473413626	0.963762596100782	-1.51074003081979	0.130854699028827	0.26240023538191
ENSG00000006756.16	49.595756541425	9.24821605578916	1.48247626255971	6.23835692304495	4.42190804830065e-10	1.26585246390048e-08
ENSG00000006757.12	11.0128259255181	-2.26523462596626	0.791060594817849	-2.86354122655782	0.00418934293041051	0.0178643585584017
ENSG00000006831.10	139.311914933037	0.77581998301069	0.266382707633168	2.9124262227977	0.00358632908270145	0.0157279365826273
