	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003.15	20.7349516823692	0.0180057122318196	0.649817504127994	0.0277088753649102	0.977894344905165	0.99999323577824
ENSG00000000419.12	37.941521115843	-0.0840426931007992	0.482585173691307	-0.174151005216249	0.861746789221623	0.99999323577824
ENSG00000000457.14	19.6211704792527	0.373114876562961	0.723292569481624	0.515856089646225	0.605954924356193	0.99999323577824
ENSG00000000460.17	26.6335181146125	-0.288558068376127	0.600627048514262	-0.480428027825116	0.63092306867517	0.99999323577824
ENSG00000000938.13	36.108196929606	0.0011227795125922	2.09503410640583	0.000535924216774877	0.999572394362144	0.99999323577824
ENSG00000000971.16	1.17422832740864	-0.320601651701711	2.6800289044385	-0.119626191781272	0.904779270670361	NA
ENSG00000001036.14	29.8941332399528	0.0403627301725774	0.521257380289298	0.0774333979696865	0.938278772794732	0.99999323577824
ENSG00000001084.13	80.968289888641	-0.116277358016566	0.338169010675558	-0.343843919300232	0.730963668924615	0.99999323577824
ENSG00000001167.14	40.6187182747841	-0.308136946922381	0.502735583517337	-0.612920503391729	0.539928905371864	0.99999323577824
ENSG00000001460.18	5.76047351892098	0.248399780128596	1.08850908129394	0.228201844520502	0.819489327550287	NA
ENSG00000001461.17	20.7458281014736	0.455480869899338	0.650057459843812	0.700677860090669	0.483504075938735	0.99999323577824
ENSG00000001497.16	98.3226212651805	-0.0363848101227909	0.358579140600041	-0.101469399647467	0.919177847702272	0.99999323577824
ENSG00000001561.7	18.2415173519753	0.00107973074488789	1.57853633021183	0.00068400753547623	0.999454240990528	0.99999323577824
ENSG00000001617.12	10.8074024961159	0.0371713248664606	0.878474625728061	0.0423134872400598	0.96624879365332	NA
ENSG00000001629.10	103.974130504017	0.191492882731363	0.336789714614858	0.568582930005295	0.56963921181776	0.99999323577824
ENSG00000001630.17	7.31444540599737	-0.261862480633833	1.06570975750013	-0.245716508449818	0.805901692027043	NA
ENSG00000001631.15	8.10433777039902	0.00116563007915772	1.05207472180823	0.00110793468847376	0.999115996198544	NA
ENSG00000002016.18	16.3390027904611	0.455387401169836	0.701645730254162	0.64902753844861	0.516320576487225	0.99999323577824
ENSG00000002079.14	0.652624577368268	2.00080205162878	3.99286693285471	0.501094097367854	0.616304900792272	NA
ENSG00000002330.13	7.0668883823027	-0.15995651904199	1.00403199248451	-0.159314165523921	0.873421360820813	NA
ENSG00000002549.12	128.900285053449	-0.051182712410574	0.355668728637682	-0.14390557361233	0.885575034396424	0.99999323577824
ENSG00000002587.10	5.04851634513101	0.00112160124900171	2.39909525401767	0.000467510094533933	0.99962698092714	NA
ENSG00000002746.15	9.67126907021081	0.045963566951843	0.857173962967188	0.0536222154867326	0.957236156574249	NA
ENSG00000002822.15	5.82654753868122	-0.320843828813214	1.3766398537288	-0.233063010593633	0.81571247728674	NA
ENSG00000002834.18	442.913067294781	-0.144035867239988	0.211495282388236	-0.681035839728971	0.495848812937796	0.99999323577824
ENSG00000002919.14	82.4619272291399	-0.0571773922343468	0.554282382531947	-0.103155709140821	0.917839391301711	0.99999323577824
ENSG00000003056.8	91.2988081534252	-0.00712533573119158	0.332653285205113	-0.0214197064874862	0.98291085366765	0.99999323577824
ENSG00000003096.14	11.0788206762065	-0.997836651112353	1.92484906260608	-0.518397348912838	0.604181064005514	NA
ENSG00000003137.8	11.4878638587652	-0.128731484327506	0.859369070288492	-0.149797669916478	0.880924247752738	NA
ENSG00000003147.19	1.45866897037767	2.4438065549349	2.64064829766522	0.925457039127716	0.354728220669136	NA
ENSG00000003249.14	35.3528266774414	0.0669125601253494	0.509591573606678	0.13130625306806	0.895533045388688	0.99999323577824
ENSG00000003393.15	38.3951561706845	-0.0485700196726693	0.484897562863463	-0.100165526479137	0.92021291421901	0.99999323577824
ENSG00000003400.15	16.2120161292303	0.58576688962707	0.751177962044029	0.779797756623664	0.435509927046408	0.99999323577824
ENSG00000003402.20	245.292562727764	0.219003766877404	0.419798609496891	0.521687690056596	0.601887796961272	0.99999323577824
ENSG00000003436.16	13.5693596230296	0.279239568446332	0.791106730894513	0.352973318948497	0.724108443139725	0.99999323577824
ENSG00000003509.16	20.5126094806786	0.000602364094574172	0.633800458934731	0.000950400218369365	0.999241690453338	0.99999323577824
ENSG00000003756.17	81.2456464097225	0.0862820987695642	0.416759877792241	0.207030722886853	0.835985864857586	0.99999323577824
ENSG00000003987.14	2.56353932205352	0.00113969656104497	2.02717116753537	0.000562210325056374	0.999551421085345	NA
ENSG00000003989.17	5.08434222909464	-0.0749038831020348	1.29330529746339	-0.0579166290039536	0.953815037326051	NA
ENSG00000004059.11	38.5268818196613	0.0164158798674691	0.462339218187376	0.0355061375321532	0.971676152419774	0.99999323577824
ENSG00000004139.14	7.92801022626818	-0.239846977880015	0.936484548176827	-0.256114186130413	0.797862668275902	NA
ENSG00000004142.12	167.142756334297	-0.0158637898819642	0.281117252274789	-0.0564312213270267	0.954998285553015	0.99999323577824
ENSG00000004399.12	48.2828593700152	-0.170246404619032	0.445269274124599	-0.382344829325438	0.702205606975418	0.99999323577824
ENSG00000004455.17	175.679765004562	-0.044244228958852	0.277953836390845	-0.15917833527089	0.873528372173548	0.99999323577824
ENSG00000004468.13	27.4254732735849	-0.137068106718903	0.669150915999663	-0.204838853899099	0.837698029574205	0.99999323577824
ENSG00000004478.8	136.368193956738	-0.241736745712316	0.292597759696812	-0.82617428774165	0.408705231651786	0.99999323577824
ENSG00000004487.16	136.634663265893	-0.0940338254146543	0.332179289483581	-0.283081541780774	0.777114330653444	0.99999323577824
ENSG00000004534.15	74.0717649408695	0.0813227920138042	0.414699466630678	0.196100546437955	0.844531468568091	0.99999323577824
ENSG00000004660.15	19.1344080198342	-0.444170104122916	0.652672424535158	-0.680540631756059	0.496162203480346	0.99999323577824
ENSG00000004700.16	61.9007559730691	0.121300702184692	0.409360235969623	0.296317745414074	0.766987435277064	0.99999323577824
ENSG00000004766.17	28.1586376733983	0.193790809732117	0.619236728800234	0.312951090784917	0.754317820838627	0.99999323577824
ENSG00000004777.18	8.26788236078592	-0.320729543763097	0.988646488916257	-0.32441276771708	0.745625554765062	NA
ENSG00000004779.10	48.1971304593073	0.0371474180554517	0.478789997599527	0.0775860361362912	0.93815735044463	0.99999323577824
ENSG00000004799.8	7.17055824610041	-0.158413179593988	1.08703314268517	-0.145729852544033	0.884134654019095	NA
ENSG00000004864.13	54.4627116120327	-0.0645933668282435	0.394973969589674	-0.163538288093637	0.870094629377692	0.99999323577824
ENSG00000004866.20	32.1669471904334	0.0880292569060914	0.594844353618269	0.14798704294768	0.882352993877481	0.99999323577824
ENSG00000004897.12	168.351739280021	-0.0897611194590488	0.272107915780656	-0.32987323871682	0.741495745118869	0.99999323577824
ENSG00000004961.15	39.7916122343653	-0.184653837903876	0.461208606251763	-0.400369454084033	0.688884419076834	0.99999323577824
ENSG00000004975.12	45.6084415255866	0.0609731489375111	0.42892669084555	0.142152843921449	0.886959278532761	0.99999323577824
ENSG00000005007.12	162.8184230363	-0.111122578115258	0.283517280433039	-0.391942875388519	0.695100422355757	0.99999323577824
ENSG00000005020.13	49.0887856110884	0.00133856204130046	0.442294806685707	0.00302640234763516	0.997585283978154	0.99999323577824
ENSG00000005022.6	310.533362484979	-0.0367164769704068	0.298112013714372	-0.123163359010368	0.901977739884552	0.99999323577824
ENSG00000005059.16	31.1924024671327	-0.269811050859596	0.581313890622664	-0.46414003727073	0.642547418439647	0.99999323577824
ENSG00000005075.15	30.7660150108342	-0.0210473634612378	0.518663623687857	-0.0405799876837027	0.967630738528115	0.99999323577824
ENSG00000005100.13	85.2546763266363	-0.171841315709472	0.345903929537983	-0.496789140091578	0.619337754249918	0.99999323577824
ENSG00000005102.14	12.0010169621337	0.00112106536032202	2.18555328762243	0.000512943503446477	0.999590730315983	NA
ENSG00000005108.16	15.9206713135764	0.190894992983825	0.731425088506337	0.260990491006614	0.794099840275433	0.99999323577824
ENSG00000005156.12	57.568062405056	-0.102815688927375	0.389808014687947	-0.263759812659783	0.791965003078707	0.99999323577824
